State,Industry_Type,Year,Industrial_Output_Crore,Employment_Lakh,Investment_Crore,Factories_Count,Pollution_Index,Electricity_Consumption_GWh,Export_Crore
Goa,Automobile,2015,20543,23.97,17579,1962,51.33,16963,7114
Telangana,Pharmaceutical,2023,31094,78.84,27933,4601,59.76,1762,6311
Odisha,IT,2017,35828,48.51,10276,8634,46.32,2595,10612
Tamil Nadu,Automobile,2022,21543,13.76,nan,4461,73.68,8958,17470
Andhra Pradesh,Electronics,2024,20337,83.06,16075,4299,79.45,4943,16839
Bihar,Mining,2021,33471,35.73,1279,9878,52.09,17103,19502
West Bengal,Mining,2015,47966,48.31,9079,9336,29.36,4922,20918
Uttar Pradesh,Chemical,2018,47594,43.52,27966,9770,39.84,13472,14741
Odisha,Electronics,2018,34149,38.49,4733,3005,88.76,9378,14182
Jharkhand,IT,2018,36105,5.85,27877,4231,89.73,5949,
Rajasthan,Automobile,2020,2204,70.62,23788,5899,72.6,17267,24164
Chhattisgarh,Automobile,2025,22821,68.06,23844,6888,13.42,9421,23297
West Bengal,IT,2024,10461,95.8,17227,855,19.5,6176,164
West Bengal,Chemical,2025,42686,42.37,1385,6238,51.36,5433,17115
Jharkhand,Textile,2018,32786,62.47,13552,3246,,4632,22581
Uttarakhand,Energy,2024,42367,2.55,16345,374,28.81,2460,7649
Haryana,Textile,2022,4620,60.58,18498,6761,82.82,3942,4148
Gujarat,Pharmaceutical,2015,45421,57.52,12208,4901,91.41,15505,12576
Tamil Nadu,IT,2015,5156,20.45,10093,9982,15.75,5118,5370
Goa,Automobile,2018,33549,83.42,28859,727,83.11,,17766
Andhra Pradesh,Steel,2024,31293,92.16,18988,6285,60.95,8429,11318
Assam,Pharmaceutical,2023,37510,88.44,8718,1398,54.05,4113,10471
Karnataka,,2018,46451,59.62,9342,163,43.17,13026,12470
Chhattisgarh,Steel,2020,24059,68.68,4599,993,86.62,7158,24850
Tamil Nadu,Food Processing,2019,47597,82.58,1116,2388,89.4,18729,19342
Uttar Pradesh,Textile,2024,48352,5.33,1849,4943,71.16,2048,18677
Goa,Textile,2015,49273,77.42,nan,9856,10.66,13027,13920
Karnataka,Mining,2024,37067,35.68,8423,7899,45.45,,19970
Jharkhand,Pharmaceutical,2019,44885,26.73,448,8871,51.54,10489,21388
West Bengal,Mining,2019,40358,1.45,12544,3298,30.25,5835,21193
Andhra Pradesh,Pharmaceutical,2022,15312,25.2,9591,1307,34.18,7866,19058
Madhya Pradesh,IT,2021,32222,81.43,5058,8639,59.59,10655,1420
Gujarat,,2019,1240,83.9,23157,9234,21.11,14963,15513
Uttarakhand,Food Processing,2025,41064,69.28,4593,1161,23.49,11552,1327
Uttarakhand,Automobile,2021,18981,50.06,27406,7849,91.51,4380,3888
Uttarakhand,IT,2023,2190,47.14,26140,9797,27.17,13156,16809
Chhattisgarh,IT,2025,11970,84.09,20476,7473,42.23,6908,12241
Gujarat,Textile,2023,17406,65.23,11000,579,84.04,6068,6970
Uttarakhand,Textile,2021,7149,85.48,848,6633,42.76,11379,18432
Andhra Pradesh,Chemical,2015,42616,33.18,21672,3195,57.8,1742,9240
Maharashtra,Food Processing,2022,7635,47.58,18666,7768,89.77,16228,2584
Jharkhand,Food Processing,2024,45651,3.83,28453,4471,43.78,14223,6896
Punjab,Automobile,2020,23955,74.3,24641,3426,22.09,17836,9072
West Bengal,Energy,2022,18197,66.76,4705,1996,73.98,11674,9054
Assam,Electronics,2017,11582,62.4,741,1798,,16704,18376
Tamil Nadu,Pharmaceutical,2019,,20.71,26648,1736,27.11,6718,2265
Punjab,Electronics,2017,34293,78.87,4825,8545,91.91,4520,11004
Kerala,Textile,2020,28865,13.26,Unknown,9647,54.79,2776,230
Kerala,Energy,2015,36838,95.12,Unknown,6148,68.31,9486,22496
Jharkhand,Energy,2017,9123,71.57,16161,4876,76.16,15413,7862
Madhya Pradesh,Automobile,,,50.29,849,6843,,2520,15474
Punjab,,2020,22888,67.77,6923,311,27.7,1788,5583
Gujarat,Energy,2016,27991,15.39,20998,2212,57.85,11837,19466
Chhattisgarh,IT,2019,26596,12.07,28000,5880,74.16,3773,18666
Uttarakhand,Chemical,2025,24024,99.49,19714,2715,64.51,14654,16315
Tamil Nadu,Electronics,2025,7534,28.6,nan,8411,38.55,1609,15239
Punjab,Electronics,2017,7185,35.33,25442,987,26.74,113,4035
Haryana,,2018,40481,80.06,12669,9516,40.64,1245,12856
Assam,Mining,2020,20640,95.05,13283,,52.95,18794,5772
Goa,Food Processing,2018,47797,,627,6808,71.58,14013,9671
Odisha,Mining,2019,41704,11.47,12613,431,55.74,6486,5922
Karnataka,Steel,2018,36249,68.58,23971,4047,61.2,4658,4437
Tamil Nadu ,Pharmaceutical,2015,6555,57.48,19656,6694,46.71,17320,4561
Haryana,Chemical,2020,8193,82.15,8207,9947,44.24,18821,5166
Madhya Pradesh,,2016,44187,88.06,12890,3580,54.6,10779,4964
Jharkhand,Automobile,2022,22560,98.73,2214,1965,80.19,4177,11024
Maharashtra ,Steel,2019,19303,1.92,14833,3820,67.83,2027,
Uttar Pradesh,Chemical,2025,23910,88.62,22018,5527,38.33,17593,6226
nan,Chemical,2025,8130,80.38,23590,5598,77.59,18920,18220
Chhattisgarh,Food Processing,2018,39197,48.23,17493,6207,52.03,19985,3348
Uttar Pradesh,Steel,2024,24606,7.17,5454,5590,21.15,2478,23593
Haryana,Textile,2021,6242,35.66,11718,689,16.52,2693,14364
nan,IT,2018,36983,22.62,20233,5658,74.64,10140,24707
Bihar,Pharmaceutical,2024,33345,90.11,6639,808,43.47,,16191
nan,Mining,2022,27232,31.55,15899,6057,42.2,13202,18200
Assam,Automobile,2025,22058,73.13,nan,9201,14.82,613,23992
Jharkhand ,Pharmaceutical,2017,9913,65.16,28498,8794,31.63,6201,23814
West Bengal,Electronics,2016,14938,91.03,28043,6094,86.55,,12654
Odisha,IT,2021,19334,42.83,9060,2289,45.83,13864,20197
Haryana,Textile,2016,15273,83.95,15029,8599,90.4,,21925
Tamil Nadu,IT,2021,8866,73.95,26823,9635,94.93,13649,18178
Uttarakhand,Steel,2017,30910,73.8,20104,8679,54.05,4012,17646
Karnataka,,2017,35163,48.75,16310,8491,57.36,3800,13130
nan,Mining,2016,23825,43.75,3997,1034,31.23,8779,3865
Maharashtra,IT,2020,43523,57.17,14020,1604,38.72,1463,7973
Kerala,Mining,2016,46559,57.89,8309,1817,43.79,,13978
Rajasthan,Automobile,2020,37126,39.77,18097,3134,49.31,515,12365
Haryana,Chemical,2022,,75.22,20815,7582,57.67,18801,4789
Telangana,Mining,2017,4291,17.75,12043,6722,68.71,2998,5193
Gujarat,Electronics,2021,29597,77.57,15782,9767,80.25,8334,12303
Andhra Pradesh,IT,2020,11244,55.43,812,3255,35.48,3493,16823
Madhya Pradesh,Mining,2017,31109,,2859,3693,85.65,17518,
Telangana,Chemical,2019,30460,38.87,19013,3112,63.97,4582,10659
Chhattisgarh,Chemical,2016,47990,8.66,3526,1551,30.35,19265,23595
West Bengal,Pharmaceutical,2016,42100,83.53,3617,4742,65.72,12540,3850
West Bengal,Energy,2020,15597,9.32,18031,6570,12.25,9680,23853
Jharkhand,Energy,2024,16445,61.54,3363,4363,66.62,193,15048
Haryana,Steel,2022,32451,28.31,18119,2351,70.04,667,7001
Kerala,Textile,2025,44126,86.94,25281,8823,19.56,15794,13942
Maharashtra,Mining,2022,17408,66.74,8514,6140,14.6,12776,7941
Chhattisgarh,Electronics,2023,21016,32.39,12845,8471,52.01,5039,15569
Kerala,Textile,2024,5768,90.5,28994,653,39.96,4176,17267
West Bengal,Pharmaceutical,2019,16145,59.62,18715,6843,12.66,14814,2612
Rajasthan,Chemical,2021,2411,79.32,26185,1722,44.6,4745,9816
nan,Pharmaceutical,2021,37121,2.44,18713,1552,61.28,10538,16216
West Bengal,Electronics,2023,22567,84.24,11026,1457,90.67,18609,4418
Kerala,IT,2017,14164,,4912,9787,24.99,18994,9215
Tamil Nadu,Chemical,2025,1051,53.13,3645,5740,65.85,12657,7517
Telangana,Chemical,2023,28976,30.11,21235,6885,,19624,17965
Uttar Pradesh,Mining,2023,23989,3.07,24402,5937,10.67,15647,21935
Punjab,Food Processing,2020,27402,26.7,20907,197,,14594,17264
nan,Mining,2017,13010,48.33,19029,500,81.44,6281,23548
Andhra Pradesh ,IT,2023,7276,24.69,1022,3736,34.98,,4334
Telangana,Chemical,2022,10950,7.84,26481,5995,16.27,10942,2790
Telangana,Automobile,2025,31037,96.23,28151,680,43.36,5383,23137
Odisha,Textile,2017,27308,,10150,3840,93.33,16472,22441
West Bengal,Electronics,2015,29133,79.62,22465,9671,59.71,3642,16488
Gujarat,Electronics,2025,8186,16.01,Unknown,1256,72.64,2920,7839
nan,Automobile,2023,32116,75.93,16321,3897,65.57,1068,20523
Haryana,Chemical,2025,6718,54.62,nan,1618,71.38,15261,15516
Odisha,IT,2025,20991,47.33,3926,9520,47.92,15684,4757
Odisha,Textile,2015,17665,17.03,27686,8268,83.97,1519,3304
Jharkhand,Chemical,2015,38401,87.91,28463,,91.19,19811,
Odisha ,Food Processing,2019,32048,95.01,4953,8270,,9380,9247
Telangana,Pharmaceutical,2024,4330,15.41,5394,1341,23.87,18791,13053
Haryana,Chemical,2021,9500,1.93,10076,8781,50.89,14481,6180
Rajasthan,IT,2024,31100,78.74,2219,675,79.11,2422,1415
nan,Textile,2016,44141,34.45,22710,7109,45.45,16407,18834
Madhya Pradesh,Chemical,2017,42011,43.13,2921,1190,31.47,18710,11275
Assam,Electronics,2021,5369,59.43,2528,6555,81.58,15707,1801
Jharkhand,Textile,2023,20017,9.7,2073,6000,20.45,10601,13217
Bihar,Textile,2025,18000,61.79,10352,3791,86.33,1714,13598
Madhya Pradesh,Mining,2023,32982,95.64,18963,5430,14.62,557,14404
Odisha,IT,2016,13067,,13344,7762,40.17,17979,19842
Haryana ,Mining,2022,22326,92.44,11615,1969,58.15,2464,20738
Madhya Pradesh,Food Processing,2018,38854,99.88,21423,6016,16.6,9319,6099
Goa,Electronics,2025,40029,64.21,119,8997,25.27,18854,3078
Odisha,Automobile,2025,43035,95.07,12904,3014,85.4,15463,6993
Punjab,Textile,2015,31692,42.57,18324,3397,20.23,17109,17497
Rajasthan,Energy,2015,32995,36.02,28218,5858,67.64,15399,17664
Haryana,Textile,2016,9230,52.07,6695,5396,53.71,8580,17917
Bihar,Automobile,2021,35755,31.05,17862,4658,74.98,12628,13497
Karnataka,Pharmaceutical,2020,27185,96.64,1911,2616,70.71,,
Assam,Electronics,2019,44958,44.87,27874,1224,77.01,7640,11123
West Bengal,Pharmaceutical,2020,15734,45.56,8924,8929,29.62,4083,4105
Punjab,IT,2020,30142,,1466,6367,29.46,10056,12167
Uttar Pradesh,Energy,2015,23571,26.38,7824,3837,72.64,8063,21660
Bihar,Pharmaceutical,2022,35347,,15038,2108,,19364,1431
West Bengal,Chemical,2020,2229,54.19,1569,905,44.36,16795,11328
Andhra Pradesh,Pharmaceutical,2015,20153,30.05,25311,1792,94.67,18637,19069
Maharashtra,IT,2018,8737,97.6,29949,1403,46.04,2621,23090
nan,IT,2020,44271,35.8,22754,2927,68.69,1875,151
Andhra Pradesh,Textile,2020,34837,64.82,21060,9980,58.58,5399,13327
Kerala,Electronics,2017,,54.14,Unknown,271,75.64,2584,11017
Odisha,Textile,2015,,85.99,13298,9231,51.66,9293,22100
Rajasthan,Pharmaceutical,2015,49330,34.01,24107,6611,50.51,8816,22200
Bihar,Textile,2025,49409,43.04,18237,6234,,12307,7476
Odisha,Electronics,2020,24251,81.3,21421,2737,43.56,,
Madhya Pradesh,Automobile,2016,6937,85.22,28538,9034,54.23,19643,9350
Punjab,Food Processing,2015,13808,88.78,6403,3814,75.87,17453,3434
Goa,Textile,,26438,50.29,3848,288,25.11,19749,
Tamil Nadu,Pharmaceutical,2023,26074,42.46,26501,3301,69.11,5251,11351
Jharkhand,Chemical,2024,31958,28.02,842,2212,26.34,7209,18229
Tamil Nadu,Energy,2023,6057,16.43,22118,4991,26.22,6190,14097
Telangana,Mining,2020,5837,75.25,18412,9282,48.83,19695,6498
Assam,Steel,2025,20104,11.85,4278,1546,82.05,4353,17129
Tamil Nadu,IT,2019,42861,35.38,10244,,32.42,16228,2249
Kerala,Automobile,,43284,51.67,7414,8562,32.06,15140,16071
Assam,Textile,2019,20228,70.86,26031,3393,51.04,8896,17009
Karnataka,Electronics,2016,35028,12.42,10934,4786,36.67,2283,18270
Karnataka,Steel,2021,8221,11.79,17629,1933,34.94,5973,22366
Rajasthan,Pharmaceutical,2017,45203,78.42,26632,8600,28.54,7667,11183
Rajasthan,IT,2023,1398,35.77,2575,3418,13.88,12050,5014
Gujarat,Pharmaceutical,2015,14021,,nan,1643,83.9,,18705
Uttar Pradesh,Automobile,2023,34156,43.19,14603,2083,49.9,18850,6526
Punjab ,Steel,2022,2280,,11180,7540,80.22,11216,12690
Uttarakhand,Chemical,2017,9126,57.68,19488,7810,87.91,3991,9478
Haryana,Energy,2019,47208,56.1,10949,9840,42.13,11248,941
Tamil Nadu,Mining,2017,36636,48.68,4742,6313,73.47,17805,24383
Karnataka,Electronics,2018,24136,,15148,6806,18.23,,14743
Rajasthan,Automobile,2020,48908,46.75,18047,1804,83.2,3433,7047
Chhattisgarh,Energy,2023,21469,61.98,5140,4331,85.92,15709,15749
Bihar,Energy,2019,41803,8.84,7879,,68.14,19295,2446
Odisha,Mining,2017,37932,42.78,5330,5327,71.87,1826,11731
Uttarakhand,Automobile,,17211,24.81,28808,6418,,17718,8075
Odisha,Steel,2018,24395,63.15,2668,3275,21.1,19474,
Tamil Nadu,Pharmaceutical,2025,41239,13.16,15269,4295,86.72,11717,1918
Telangana,Food Processing,2019,46260,71.61,3643,320,23.4,7112,2634
Telangana,IT,2018,24696,43.42,17586,8264,14.9,1685,19520
Madhya Pradesh,Steel,2015,38674,51.49,1421,4750,54.57,5556,7035
Madhya Pradesh,Food Processing,2020,48888,22.87,26772,6919,27.6,9213,1160
Goa,Textile,2020,36005,60.55,5512,7332,92.07,19946,6040
Telangana,Automobile,2015,25985,82.94,12313,7183,55.3,16426,17879
Gujarat,Chemical,2019,15535,84.51,17556,1815,28.67,18604,10737
Goa,IT,2023,45654,99.72,22082,,43.29,11326,12086
Rajasthan ,,2022,22072,94.67,9971,1514,34.47,1236,11493
Assam,IT,2017,48332,90.59,14620,1525,68.65,12885,2441
West Bengal,Pharmaceutical,2020,32808,69.27,14419,2472,46.96,3602,18031
Haryana,Electronics,,40782,38.88,17194,3072,38.24,16421,19426
Uttar Pradesh,Pharmaceutical,2021,,23.65,28514,439,81.68,7286,9740
West Bengal,Textile,2018,18452,8.22,29655,4135,40.72,17118,9687
Kerala,Mining,2024,,39.2,29534,9918,45.65,3490,22008
Gujarat,Mining,2018,42267,78.5,25301,5447,45.4,14343,21926
Karnataka,Chemical,2025,21898,33.79,10256,8500,30.62,15247,19888
Madhya Pradesh,Steel,2025,47167,16.46,26188,6159,66.93,244,3223
Maharashtra,Automobile,2016,1196,41.18,20633,4559,11.48,3288,24984
Andhra Pradesh,Energy,2021,46716,39.64,27602,4151,71.65,1402,6814
West Bengal,IT,2025,13645,15.31,12748,7921,77.74,12200,9568
Telangana ,Mining,2025,25814,69.55,1018,8794,48.55,2235,16819
Bihar,Automobile,2015,36242,4.32,22560,5406,15.29,18151,9224
Madhya Pradesh,Energy,2023,37916,18.94,13147,4893,12.73,748,10911
Maharashtra,,2024,36108,63.43,26228,5220,31.39,2942,363
Telangana,Chemical,2022,7486,10.34,23346,2336,50.88,15767,11324
Goa,Steel,2018,35527,91.43,1921,,45.36,136,20651
Gujarat,Steel,2015,7470,33.77,23961,873,68.67,8738,22933
nan,IT,2020,26471,11.74,11867,9146,35.72,10367,24135
Chhattisgarh,Textile,2023,47480,55.09,1016,5330,81.34,15565,19934
Odisha,,2025,43478,22.09,8378,7865,83.4,17861,9037
Haryana,Energy,2015,18451,1.77,13461,4984,92.42,581,15369
Gujarat,Electronics,2017,29213,2.83,13658,8838,14.83,14105,11819
Kerala,IT,2024,41426,28.21,29830,6755,59.33,12985,12244
West Bengal,Textile,,41410,32.15,11351,2492,76.8,9831,14680
Tamil Nadu,Textile,2017,24627,60.05,24538,9218,77.26,2149,4724
Jharkhand,,2024,36415,41.94,13478,2782,61.49,570,14570
Chhattisgarh,IT,2020,31529,94.05,24146,1580,63.77,8033,8876
Bihar,Food Processing,2017,36401,67.71,24649,6918,48.99,8956,7537
Chhattisgarh,Electronics,2019,34066,21.99,19354,,78.9,14911,4775
Assam,Food Processing,2022,44960,80.46,7876,5133,,235,21348
Bihar,IT,2020,2318,92.53,15723,1056,40.35,16514,3825
Bihar,Textile,2015,41677,79.97,24959,7892,62.83,14350,23887
Maharashtra,Pharmaceutical,2024,4053,19.02,27141,7534,54.64,1238,1077
Madhya Pradesh,Energy,2020,20999,2.18,26601,9961,31.88,19812,16248
Maharashtra,Pharmaceutical,2015,21122,28.78,13661,5668,54.5,9770,18936
Rajasthan,Electronics,2025,6866,77.13,21687,6500,66.86,8766,9706
Bihar,Electronics,2019,,84.65,21175,750,36.67,17242,7789
Uttar Pradesh,IT,2022,6258,59.49,27229,1009,86.23,17317,
Haryana,Chemical,2019,28879,39.04,28195,8935,37.28,5581,22990
Tamil Nadu,Textile,2018,48869,29.46,16148,1310,59.37,19582,24294
Rajasthan,Energy,2019,29525,44.09,12164,6846,51.56,12322,5875
Chhattisgarh,Automobile,2022,26841,19.3,14685,2197,67.79,19792,21555
Madhya Pradesh,Electronics,2017,33804,77.68,Unknown,9554,32.79,4640,22837
Assam,Electronics,2015,36860,49.03,4825,685,36.96,14068,8318
Haryana,Food Processing,2025,30773,47.62,701,242,48.23,1965,24617
Odisha,Energy,2024,48417,,4229,1221,41.18,5314,14848
Karnataka,Food Processing,2024,47138,95.32,18206,4645,58.1,5503,12433
Kerala,Mining,2023,5097,68.01,6207,3737,34.45,1461,10402
Tamil Nadu,Automobile,2022,7666,52.4,9860,988,78.88,3474,637
Uttarakhand ,,2016,29596,98.25,19661,9204,36.49,7372,1660
Assam,Electronics,2018,29173,79.92,22177,2204,82.25,5885,13082
Uttarakhand,,2016,26680,36.91,23824,103,53.95,4602,1966
Kerala,Textile,2025,33043,74.85,13904,8645,73.07,9047,12261
nan,Chemical,2025,22938,58.09,23239,6788,88.88,15731,14050
Rajasthan,Pharmaceutical,2019,46826,89.93,3125,2903,85.92,1272,20550
Madhya Pradesh,Food Processing,2019,7703,13.01,nan,2157,21.19,7338,19738
Tamil Nadu,Food Processing,2021,8093,90.07,15584,9229,62.49,13539,1090
Kerala,IT,2017,24518,75.24,16108,2372,32.67,4310,7766
Tamil Nadu,Electronics,2025,14214,91.96,8907,4019,41.05,11394,2958
Rajasthan,Chemical,2021,16208,37.47,22458,5524,28.02,6691,3778
Odisha,Food Processing,2016,23228,17.67,12111,2919,94.69,7577,8681
Gujarat,Automobile,2023,13859,27.4,4040,2517,91.62,6261,23584
Uttarakhand,Chemical,2019,24646,26.89,nan,4290,92.35,2432,282
Gujarat,IT,2023,31044,,13263,1061,35.32,2047,8413
Odisha,Automobile,2023,34046,95.7,11940,1705,14.76,17456,20733
Gujarat,Pharmaceutical,2020,11521,90.7,17165,4264,55.61,12504,13063
Odisha,IT,2023,35928,83.99,2847,9818,53.94,11325,15828
Uttar Pradesh,Pharmaceutical,2023,25689,21.65,20785,5875,89.29,17601,4813
West Bengal,IT,2024,31659,98.01,14952,4774,76.59,16893,113
Tamil Nadu,Pharmaceutical,2019,25296,92.37,2671,5808,84.57,3609,9475
Punjab,Electronics,2021,49482,47.08,21925,6810,30.89,4614,7641
Maharashtra,Chemical,2019,11280,52.6,13737,1730,14.13,9749,17587
Tamil Nadu,Chemical,2023,,90.14,11688,1155,81.78,1485,24969
Goa,Electronics,2018,16285,4.77,29039,4220,62.61,8107,15075
Karnataka,IT,2021,12027,27.95,nan,7151,65,9774,5173
Haryana,Electronics,2023,,69.72,7121,3179,13.63,1741,6933
Madhya Pradesh,IT,2023,,10.47,5666,7543,11.05,1356,3556
Chhattisgarh,Mining,2019,35525,86.83,19837,8090,,4073,10715
Odisha,Pharmaceutical,2021,15926,61,6565,4710,62.61,2579,17487
Uttar Pradesh,IT,2024,43485,51.31,18120,2594,46.47,13637,17884
nan,Energy,2020,42714,18.69,12274,2107,32.94,3157,23635
Bihar,Energy,2022,2064,82.99,23180,5479,23.98,9247,9688
Madhya Pradesh,Electronics,2024,38029,92.22,18547,639,70.67,15827,4506
Jharkhand,Energy,2020,47000,62.44,22672,2275,88.37,17720,20081
Odisha,Steel,2015,8276,62.62,19377,570,93.74,19299,16235
Odisha,Mining,2023,9615,16.92,10460,,22.28,5232,4582
Assam,Textile,2017,6654,,13864,1771,10.62,1306,23156
Haryana,Energy,2022,40748,43.9,5884,1545,43.45,7341,21196
Madhya Pradesh,IT,2023,43546,,6523,3449,10.44,10815,11309
Uttar Pradesh,Mining,2015,9278,44.45,28144,2361,32.1,10339,6877
Uttar Pradesh,Steel,2020,15396,88.45,19577,4494,47.03,5465,6299
Jharkhand,Textile,,47339,18.04,16418,999,64.56,19866,13431
Rajasthan,Textile,2023,27903,77.69,nan,1080,93.18,14514,3495
Haryana,Energy,2019,5117,16.48,4194,245,90.55,4555,15506
Telangana,Automobile,2016,42310,73.36,17316,2815,72.17,8178,13750
Madhya Pradesh,Textile,,4196,16.26,17125,84,30.46,5336,13885
Chhattisgarh,Chemical,2023,9852,79.58,9002,6623,,11772,22318
Madhya Pradesh,Energy,2016,26684,18.2,2246,2088,45.63,4724,4253
Tamil Nadu,Automobile,2016,22726,40.29,4788,2697,,6241,6290
Rajasthan,,2024,1944,91.97,9464,1035,42.86,6158,7794
Uttar Pradesh,Automobile,2023,24061,44.64,12401,,82.51,14032,14309
Bihar,Electronics,2016,25568,83.05,17614,3892,30.5,17646,19301
Assam,Food Processing,2019,40255,56.05,28926,8751,53.3,11125,8199
Kerala,Steel,2015,25081,19.94,14068,9090,57.28,18920,22651
Odisha,Chemical,2021,40039,10.93,19236,1086,52.95,16041,20507
Andhra Pradesh,,2019,36062,57.39,8108,4613,22.43,19760,8490
Karnataka ,Textile,2017,32306,41.85,26353,3288,33.21,6086,9731
Jharkhand,Pharmaceutical,2022,1561,43.26,28422,8781,54.42,13838,21611
Jharkhand,Pharmaceutical,2015,44360,8.34,nan,9054,15.54,10691,6379
Kerala,Mining,2021,12979,64.6,17072,1968,66.47,8111,11206
Telangana,,2022,5500,37.67,11589,6172,47.22,4681,3968
Bihar,IT,2020,18417,88.28,8803,2238,48.29,17654,23006
Goa,Electronics,2021,2599,,16948,2043,57.69,18301,
Goa,Energy,2019,4963,81.38,16896,7165,79.31,6512,19397
Madhya Pradesh,Electronics,2020,43022,42.61,9144,636,50.89,10024,10314
Tamil Nadu,Food Processing,2023,7700,59.2,nan,8292,29.51,6438,10201
West Bengal,Mining,2019,27263,60.27,13071,6945,22.05,2098,15775
Karnataka,Electronics,2020,49042,89.65,15881,,21.38,2293,9214
Uttar Pradesh,Steel,2015,49671,50.02,802,2233,62.96,5298,1298
Madhya Pradesh,Pharmaceutical,2023,13281,22.76,8484,4761,14.11,11738,2396
Maharashtra,Energy,2020,16911,17.17,11318,8893,43.57,12574,18372
Uttar Pradesh,Pharmaceutical,2025,8407,89.58,9129,5034,49.53,19505,19225
Goa,Automobile,2015,32043,18.61,4874,462,28.87,14700,5935
West Bengal,Energy,,47023,85,1774,1116,60.83,8710,3033
Assam,Mining,2017,9317,89.41,23235,3651,87.06,5188,16927
Punjab,Automobile,2024,44430,18.68,Unknown,563,92.3,4316,3711
Uttar Pradesh,Food Processing,2020,42802,97.6,5452,2861,66.11,13641,1307
Andhra Pradesh,IT,2022,20460,,nan,7319,12.97,4912,6032
Jharkhand,Chemical,2024,46764,18.71,8811,6461,83.76,10503,1346
Kerala,,2022,19067,70.38,532,1296,70.94,6304,1453
Tamil Nadu ,Energy,2023,45318,86.54,29589,1292,19.22,11433,17069
Uttar Pradesh,Food Processing,2020,23131,36.36,22815,3008,47.18,12568,
Assam,,2020,26735,88.22,27115,6532,39.69,4162,19783
Goa,Mining,2019,1346,46.41,25874,9767,56.6,716,6333
West Bengal,Textile,2023,8942,82.97,12088,9661,47.18,227,19951
Bihar,Energy,2016,49040,97.64,8601,5129,39.25,16595,20892
Haryana,Pharmaceutical,2022,33094,14.77,1656,9738,15.78,19482,10601
Maharashtra,IT,2025,6141,7.75,14171,6803,86.79,8942,20992
Haryana,Pharmaceutical,2016,3557,50,28125,4424,77.75,5425,10440
Tamil Nadu,Steel,2025,48923,14.54,20741,6236,37.89,,10386
